ORIG_FID,ORIG_LEN,ORIG_SEQ,Tipo,Lat,LONG
1,1305.000000000000000,262,,8.784296800000000,-82.640191320000000
1,1310.000000000000000,263,,8.784266320000000,-82.640223980000002
1,1315.000000000000000,264,,8.784235850000000,-82.640256629999996
1,1320.000000000000000,265,,8.784205370000000,-82.640289289999998
1,1325.000000000000000,266,,8.784174900000000,-82.640321950000001
1,1330.000000000000000,267,,8.784144420000001,-82.640354599999995
1,1335.000000000000000,268,,8.784113939999999,-82.640387259999997
1,1340.000000000000000,269,,8.784083470000001,-82.640419919999999
1,1345.000000000000000,270,,8.784052989999999,-82.640452580000002
1,1350.000000000000000,271,,8.784022520000001,-82.640485229999996
1,1355.000000000000000,272,,8.783992039999999,-82.640517889999998
1,1360.000000000000000,273,,8.783961560000000,-82.640550550000000
1,1365.000000000000000,274,,8.783931089999999,-82.640583199999995
1,1370.000000000000000,275,,8.783900610000000,-82.640615859999997
1,1375.000000000000000,276,,8.783870139999999,-82.640648519999999
1,1380.000000000000000,277,,8.783839660000000,-82.640681169999993
1,1385.000000000000000,278,,8.783809180000000,-82.640713829999996
1,1390.000000000000000,279,,8.783778710000000,-82.640746489999998
1,1395.000000000000000,280,,8.783748230000000,-82.640779140000006
1,1400.000000000000000,281,,8.783717760000000,-82.640811799999994
1,1405.000000000000000,282,,8.783687280000001,-82.640844459999997
1,1410.000000000000000,283,,8.783656799999999,-82.640877110000005
1,1415.000000000000000,284,,8.783626330000001,-82.640909769999993
1,1420.000000000000000,285,,8.783595849999999,-82.640942429999996
1,1425.000000000000000,286,,8.783565380000001,-82.640975080000004
1,1430.000000000000000,287,,8.783534980000001,-82.641007810000005
1,1435.000000000000000,288,,8.783505699999999,-82.641041569999999
1,1440.000000000000000,289,,8.783476420000000,-82.641075330000007
1,1445.000000000000000,290,,8.783447140000000,-82.641109090000000
1,1450.000000000000000,291,,8.783417869999999,-82.641142849999994
1,1455.000000000000000,292,,8.783388589999999,-82.641176610000002
1,1460.000000000000000,293,,8.783359310000000,-82.641210369999996
1,1465.000000000000000,294,,8.783330030000000,-82.641244130000004
1,1470.000000000000000,295,,8.783300750000000,-82.641277900000006
1,1475.000000000000000,296,,8.783271480000000,-82.641311650000006
1,1480.000000000000000,297,,8.783242200000000,-82.641345419999993
1,1485.000000000000000,298,,8.783212920000000,-82.641379180000001
1,1490.000000000000000,299,,8.783183640000001,-82.641412939999995
1,1495.000000000000000,300,,8.783154359999999,-82.641446700000003
1,1500.000000000000000,301,,8.783125090000000,-82.641480459999997
1,1505.000000000000000,302,,8.783095810000001,-82.641514220000005
1,1510.000000000000000,303,,8.783066529999999,-82.641547979999999
1,1515.000000000000000,304,,8.783037250000000,-82.641581740000007
1,1520.000000000000000,305,,8.783007970000000,-82.641615500000000
1,1525.000000000000000,306,,8.782978690000000,-82.641649259999994
1,1530.000000000000000,307,,8.782949420000000,-82.641683020000002
1,1535.000000000000000,308,,8.782920140000000,-82.641716779999996
1,1540.000000000000000,309,,8.782890860000000,-82.641750540000004
1,1545.000000000000000,310,,8.782861580000001,-82.641784299999998
1,1550.000000000000000,311,,8.782832300000001,-82.641818060000006
1,1555.000000000000000,312,,8.782803030000000,-82.641851819999999
1,1560.000000000000000,313,,8.782773750000000,-82.641885579999993
1,1565.000000000000000,314,,8.782744470000001,-82.641919340000001
1,1570.000000000000000,315,,8.782715189999999,-82.641953099999995
1,1575.000000000000000,316,,8.782685910000000,-82.641986860000003
1,1580.000000000000000,317,,8.782656630000000,-82.642020619999997
1,1585.000000000000000,318,,8.782627359999999,-82.642054380000005
1,1590.000000000000000,319,,8.782598080000000,-82.642088139999998
1,1595.000000000000000,320,,8.782568800000000,-82.642121900000006
1,1600.000000000000000,321,,8.782539520000000,-82.642155660000000
1,1605.000000000000000,322,,8.782510240000001,-82.642189419999994
1,1610.000000000000000,323,,8.782480959999999,-82.642223180000002
1,1615.000000000000000,324,,8.782451690000000,-82.642256939999996
1,1620.000000000000000,325,,8.782422410000001,-82.642290700000004
1,1625.000000000000000,326,,8.782393130000001,-82.642324459999998
1,1630.000000000000000,327,,8.782363849999999,-82.642358220000006
1,1635.000000000000000,328,,8.782334570000000,-82.642391979999999
1,1640.000000000000000,329,,8.782305300000001,-82.642425739999993
1,1645.000000000000000,330,,8.782276019999999,-82.642459500000001
1,1650.000000000000000,331,,8.782246740000000,-82.642493259999995
1,1655.000000000000000,332,,8.782217460000000,-82.642527020000003
1,1660.000000000000000,333,,8.782188180000000,-82.642560779999997
1,1665.000000000000000,334,,8.782158900000001,-82.642594540000005
1,1670.000000000000000,335,,8.782129630000000,-82.642628299999998
1,1675.000000000000000,336,,8.782100350000000,-82.642662060000006
1,1680.000000000000000,337,,8.782071070000001,-82.642695820000000
1,1685.000000000000000,338,,8.782041789999999,-82.642729579999994
1,1690.000000000000000,339,,8.782012509999999,-82.642763340000002
1,1695.000000000000000,340,,8.781983230000000,-82.642797099999996
1,1700.000000000000000,341,,8.781953959999999,-82.642830860000004
1,1705.000000000000000,342,,8.781924679999999,-82.642864619999997
1,1710.000000000000000,343,,8.781895400000000,-82.642898380000005
1,1715.000000000000000,344,,8.781866120000000,-82.642932139999999
1,1720.000000000000000,345,,8.781836840000000,-82.642965899999993
1,1725.000000000000000,346,,8.781807560000001,-82.642999660000001
1,1730.000000000000000,347,,8.781778290000000,-82.643033419999995
1,1735.000000000000000,348,,8.781749010000000,-82.643067180000003
1,1740.000000000000000,349,,8.781719730000001,-82.643100950000004
1,1745.000000000000000,350,,8.781690449999999,-82.643134700000004
